1662422400000,1617.81000000,1620.15000000,1615.30000000,1616.81000000,336.99150000,1662422699999,545401.02267300,417,228.41530000,369710.66992400,0
1662422700000,1616.91000000,1626.31000000,1616.82000000,1623.73000000,150.05210000,1662422999999,243382.69504800,289,84.57460000,137270.84009400,0
1662423000000,1623.73000000,1630.19000000,1623.46000000,1628.34000000,167.75470000,1662423299999,272947.19205100,331,84.98300000,138283.70264100,0
1662423300000,1628.33000000,1635.71000000,1628.29000000,1632.92000000,247.87830000,1662423599999,404694.25437200,458,144.03680000,235134.58958500,0
1662423600000,1633.02000000,1638.01000000,1632.18000000,1633.29000000,185.97550000,1662423899999,304082.85514700,368,74.57180000,121929.98252900,0
1662423900000,1633.26000000,1637.24000000,1631.64000000,1632.25000000,166.26370000,1662424199999,271776.97803200,307,101.60550000,166096.05453300,0
1662424200000,1632.78000000,1646.32000000,1632.78000000,1642.79000000,431.54220000,1662424499999,709046.12765900,635,273.09540000,448645.54809900,0
1662424500000,1642.63000000,1645.21000000,1640.00000000,1640.00000000,148.45610000,1662424799999,243841.35702900,230,61.09170000,100370.42891700,0
1662424800000,1639.94000000,1648.18000000,1639.94000000,1647.53000000,164.40980000,1662425099999,270387.12416300,294,88.76800000,145959.37382800,0
1662425100000,1647.53000000,1648.10000000,1642.96000000,1643.64000000,71.13100000,1662425399999,117040.20981600,186,45.33230000,74594.09458900,0
1662425400000,1644.28000000,1670.47000000,1643.16000000,1669.82000000,1136.90170000,1662425699999,1884170.71405500,1461,718.33390000,1189616.95211000,0
1662425700000,1669.91000000,1672.70000000,1658.80000000,1662.26000000,254.08770000,1662425999999,423144.52315300,432,123.55940000,205715.43800400,0
1662426000000,1663.04000000,1675.99000000,1663.04000000,1673.29000000,301.88060000,1662426299999,504117.15552500,528,174.84940000,291834.30263600,0
1662426300000,1673.26000000,1673.42000000,1667.12000000,1669.29000000,174.26960000,1662426599999,290932.59271300,254,63.85950000,106629.34377400,0
1662426600000,1669.49000000,1673.94000000,1668.62000000,1669.70000000,169.94910000,1662426899999,283959.62255800,318,106.06460000,177157.69811700,0
1662426900000,1669.59000000,1670.54000000,1666.41000000,1666.41000000,97.05530000,1662427199999,161924.52225400,178,44.38660000,74064.33048400,0
1662427200000,1665.71000000,1668.41000000,1662.03000000,1662.03000000,236.94220000,1662427499999,394779.38971300,348,138.09730000,230121.89600400,0
1662427500000,1662.00000000,1666.05000000,1658.19000000,1658.85000000,139.97280000,1662427799999,232674.09038200,308,36.35950000,60460.55664600,0
1662427800000,1658.81000000,1662.83000000,1655.71000000,1659.77000000,151.72560000,1662428099999,251572.03421600,231,105.64360000,175096.04034900,0
1662428100000,1660.08000000,1664.55000000,1657.64000000,1661.58000000,190.53130000,1662428399999,316560.50877800,332,109.86980000,182524.98482700,0
1662428400000,1661.10000000,1661.55000000,1653.16000000,1656.20000000,171.55650000,1662428699999,284266.59131700,285,51.99560000,86154.51032300,0
1662428700000,1656.10000000,1662.37000000,1654.85000000,1660.50000000,141.85890000,1662428999999,235328.80387300,246,78.86810000,130881.98057300,0
1662429000000,1660.34000000,1662.04000000,1649.84000000,1649.84000000,204.10210000,1662429299999,337661.93980200,413,80.47130000,133092.18583100,0
1662429300000,1649.77000000,1649.77000000,1638.80000000,1639.20000000,289.57530000,1662429599999,476443.69137700,511,160.22300000,263502.63087400,0
1662429600000,1639.19000000,1642.72000000,1633.80000000,1638.57000000,240.33960000,1662429899999,393589.32775700,452,115.24590000,188722.39060000,0
1662429900000,1638.52000000,1640.99000000,1624.12000000,1625.43000000,261.83800000,1662430199999,427392.99139300,531,137.52670000,224537.23683700,0
1662430200000,1625.40000000,1636.02000000,1625.03000000,1635.90000000,164.99380000,1662430499999,269013.35760900,257,74.03010000,120762.31826000,0
1662430500000,1635.85000000,1639.61000000,1632.00000000,1636.92000000,173.53460000,1662430799999,283744.97121500,255,121.62960000,198864.76795200,0
1662430800000,1637.32000000,1638.57000000,1632.03000000,1633.08000000,106.50900000,1662431099999,174102.82282400,212,41.28010000,67470.77963800,0
1662431100000,1633.21000000,1633.78000000,1628.26000000,1629.11000000,94.72710000,1662431399999,154422.61889400,193,36.12230000,58861.25386800,0
1662431400000,1629.13000000,1631.35000000,1626.68000000,1631.19000000,53.79420000,1662431699999,87610.40359500,143,29.79210000,48517.26619400,0
1662431700000,1632.29000000,1638.68000000,1629.53000000,1638.12000000,136.79570000,1662431999999,223540.18381800,248,77.51000000,126740.74431300,0
1662432000000,1638.06000000,1641.09000000,1636.06000000,1638.95000000,138.56080000,1662432299999,227002.22601300,270,99.43430000,162914.65304100,0
1662432300000,1639.25000000,1642.13000000,1636.71000000,1642.07000000,129.76720000,1662432599999,212805.95552700,209,57.05930000,93580.28941700,0
1662432600000,1642.14000000,1645.58000000,1639.19000000,1644.76000000,93.11380000,1662432899999,152990.73272100,193,62.37690000,102512.25933700,0
1662432900000,1644.48000000,1646.69000000,1643.00000000,1643.85000000,56.81050000,1662433199999,93399.52567000,131,27.04490000,44466.44265300,0
1662433200000,1644.23000000,1645.71000000,1637.90000000,1637.90000000,134.90990000,1662433499999,221459.02109700,205,50.94540000,83676.23029200,0
1662433500000,1638.64000000,1640.13000000,1633.30000000,1634.46000000,83.03770000,1662433799999,135835.74808600,155,29.70810000,48566.49835400,0
1662433800000,1634.76000000,1635.37000000,1629.14000000,1629.77000000,87.45310000,1662434099999,142813.36623900,187,35.37670000,57753.12777400,0
